target_gene,rank,integrated_score,direction,peak_condition,context_specificity,causal_component,genetics_component,drug_component,novelty_component,peak_signed_score,peak_emp_z,peak_emp_fdr,peak_kd,genetics_tier,genetics_autoimmune,lof_constrained,lof_bin,ot_top_disease,ot_top_score,ot_autoimmune_disease,ot_autoimmune_score,primary_class,suggested_modality,tractability_tier,is_druggable,novelty_class,n_drugs,drug_stages,max_drug_stage,novel_priority,in_paper_noms,evidence_n,ensembl_id
ST3GAL5,938,0.3043832553302132,driver_antagonize,Stim48hr,0.6424626,0.5923036921476859,0.0,0.15,0.5,-0.53437775,-3.5498743,0.01276729589664554,-10.74846043673866,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000115525
RNF185,939,0.30433174696491916,driver_antagonize,Stim8hr,0.60787225,0.4040561622464899,0.2131755060037087,0.15,0.5,-0.4664804,-3.2406583,0.017058708347024304,-11.176031852701506,weak,0.2131755060037087,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000138942
WDR44,940,0.3042064482579303,driver_antagonize,Stim48hr,0.552693,0.5917836713468538,0.0,0.15,0.5,-0.4858934,-3.5487535,0.01276729589664554,-5.056807390209283,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000131725
GRAP2,941,0.3039278094843384,driver_antagonize,Stim48hr,0.42769462,0.48829953198127923,0.1163532287023449,0.15,0.5,-0.5375116,-3.3664956,0.01938646067039098,-2.7400140555362893,weak,0.1163532287023449,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000100351
IFT57,942,0.30385283411336456,driver_antagonize,Rest,0.7099267,0.5907436297451898,0.0,0.15,0.5,-0.5368845,-3.5472627,0.018326410655767206,-15.187974015306516,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000114446
SLFN12,943,0.30367602704108165,driver_antagonize,Stim48hr,0.4710998,0.5902236089443578,0.0,0.15,0.5,-0.5381147,-3.5466495,0.01283216594174386,-1.875579224574487,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000172123
ITGAM,944,0.3035903731776808,brake_agonize,Stim8hr,0.8702126,0.031201248049921998,0.6332731628023576,0.15,0.5,0.43066326,2.7806847,0.044236769789221454,-3.785865439834078,strong,0.6332731628023576,False,,,,,,catalytic_receptor,antibody/biologic (surface),class_tractable_sm,True,not_assessed,,,,False,False,3,ENSG00000169896
PCMTD1,945,0.30355841593783917,driver_antagonize,Stim8hr,0.45199728,0.35101404056162244,0.270712140489625,0.15,0.5,-0.4754692,-3.187216,0.019089153250954522,-14.831651768680656,moderate,0.270712140489625,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,2,ENSG00000168300
PTER,946,0.3034992199687988,driver_antagonize,Rest,0.6238396,0.5897035881435257,0.0,0.15,0.5,-0.6040919,-3.5460877,0.018326410655767206,-8.78206298459538,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000165983
NAXE,947,0.3033224128965159,driver_antagonize,Stim8hr,0.4763515,0.5891835673426937,0.0,0.15,0.5,-0.5063466,-3.545814,0.008079308127488034,-21.363078283390458,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000163382
CCNT1,948,0.30296879875195015,driver_antagonize,Stim48hr,0.855438,0.5881435257410297,0.0,0.15,0.5,-0.64893764,-3.5450761,0.012864888421337987,-9.05721014377082,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000129315
IER3IP1,949,0.3028787821538447,brake_agonize,Stim48hr,0.72585994,0.33229329173166927,0.2896635432169236,0.15,0.5,0.44889733,3.167311,0.029719969811664297,-13.295657345567044,moderate,0.2896635432169236,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,2,ENSG00000134049
RUFY1,950,0.3026151846073843,driver_antagonize,Stim8hr,0.70351416,0.5871034841393655,0.0,0.15,0.5,-0.56287414,-3.5447598,0.008097048811439545,-29.11993387438033,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000176783
CBLN3,951,0.3024383775351014,driver_antagonize,Stim48hr,0.5661546,0.5865834633385335,0.0,0.15,0.5,-0.53537613,-3.544446,0.012864888421337987,-4.050010125414339,none,0.0,False,,,,,,cytokine,biologic (secreted),class_tractable_bio,True,not_assessed,,,,False,False,2,ENSG00000139899
STC2,952,0.30226157046281854,driver_antagonize,Stim8hr,0.59450185,0.5860634425377015,0.0,0.15,0.5,-0.49242115,-3.5432162,0.008129916429315617,-2.855606811875955,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000113739
RCBTB1,953,0.30208476339053564,brake_agonize,Stim8hr,0.6446215,0.5855434217368695,0.0,0.15,0.5,0.55497193,3.542445,0.008137598869028958,-17.413455712119575,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000136144
C11orf54,954,0.30190795631825273,brake_agonize,Stim8hr,0.5078454,0.5850234009360374,0.0,0.15,0.5,0.62404376,3.5420184,0.008137598869028958,-6.417906370600576,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000182919
STXBP1,955,0.3017311492459699,driver_antagonize,Stim8hr,0.3219021,0.5845033801352054,0.0,0.15,0.5,-0.45707825,-3.541206,0.00814807299749801,-8.213983474100695,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000136854
TRIM52,956,0.301554342173687,driver_antagonize,Stim48hr,0.66572297,0.5839833593343734,0.0,0.15,0.5,-0.48602548,-3.5407317,0.013009639136526582,-10.258969544366192,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000183718
ZNF416,957,0.30139028921645544,brake_agonize,Rest,0.69983447,0.34893395735829436,0.2658424790487845,0.15,0.5,0.37476245,3.1839833,0.03935132725993606,-4.6303098207648485,moderate,0.2658424790487845,False,,,,,,transcription_factor,hard (TF — degrader/PPI),difficult_tf,False,not_assessed,,,,False,False,2,ENSG00000083817
RABEP2,958,0.3013775351014041,brake_agonize,Stim8hr,0.5281184,0.5834633385335414,0.0,0.15,0.5,0.42297733,3.5393093,0.008192162885428891,-12.1657470476402,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000177548
NUAK2,959,0.30120072802912123,brake_agonize,Rest,0.76551324,0.5829433177327094,0.0,0.15,0.5,0.5891849,3.5381188,0.01871824190996072,-2.62446385720406,none,0.0,False,,,,,,kinase,small molecule,class_tractable_sm,True,not_assessed,,,,False,False,2,ENSG00000163545
GMFB,960,0.3010239209568383,driver_antagonize,Rest,0.87012935,0.5824232969318772,0.0,0.15,0.5,-0.5058444,-3.5333033,0.01898442942057215,-20.78570432893516,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000197045
RUNDC1,961,0.30084711388455543,driver_antagonize,Stim48hr,0.2797312,0.5819032761310452,0.0,0.15,0.5,-0.4949387,-3.5322616,0.013280042440434238,-12.181983730061283,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000198863
GPR68,962,0.30067030681227247,driver_antagonize,Rest,0.5514296,0.5813832553302132,0.0,0.15,0.5,-0.44941697,-3.53191,0.01900683967954522,-12.025383672922445,none,0.0,False,,,,,,GPCR,small molecule,class_tractable_sm,True,not_assessed,,,,False,False,2,ENSG00000119714
ERP29,963,0.3004934997399896,driver_antagonize,Stim8hr,0.58004403,0.5808632345293812,0.0,0.15,0.5,-0.50674254,-3.5306091,0.008451257102390558,-8.987327062070767,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000089248
DOT1L,964,0.3004064946792695,driver_antagonize,Stim8hr,0.5095968,0.43837753510140404,0.1611937758159737,0.15,0.5,-0.5270676,-3.2973413,0.014642025116943803,-12.403870147454215,weak,0.1611937758159737,False,,,,,,enzyme,small molecule,class_tractable_sm,True,not_assessed,,,,False,False,2,ENSG00000104885
ARPC1B,965,0.3003166926677067,brake_agonize,Stim8hr,0.64285016,0.5803432137285491,0.0,0.15,0.5,0.6635081,3.5285327,0.008502653963974833,-16.087957206167744,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000130429
UNG,966,0.3001398855954238,brake_agonize,Stim48hr,0.5465783,0.5798231929277171,0.0,0.15,0.5,0.5177929,3.5285263,0.013392354875724273,-14.649661462225176,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000076248
SIAH2,967,0.29996307852314097,brake_agonize,Stim8hr,0.36993033,0.5793031721268851,0.0,0.15,0.5,0.61886835,3.5274575,0.008522072393426193,-18.36480896422989,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000181788
RIOK3,968,0.29978627145085807,driver_antagonize,Stim48hr,0.8296801,0.5787831513260531,0.0,0.15,0.5,-0.6229802,-3.5252898,0.01351865776235429,-23.391191754037017,none,0.0,False,,,,,,kinase,small molecule,class_tractable_sm,True,not_assessed,,,,False,False,2,ENSG00000101782
UNC93B1,969,0.2994326573062923,driver_antagonize,Rest,0.8915553,0.577743109724389,0.0,0.15,0.5,-0.51063216,-3.5225623,0.01960986092591221,-5.883123256207021,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000110057
SERBP1,970,0.299279721787109,brake_agonize,Stim8hr,0.60563564,0.484659386375455,0.1049851013981809,0.15,0.5,0.47740602,3.3615117,0.012820434442366867,-7.923188841517399,weak,0.1049851013981809,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000142864
PAWR,971,0.29925585023400936,driver_antagonize,Stim48hr,0.42433536,0.5772230889235569,0.0,0.15,0.5,-0.5200995,-3.5196931,0.01372933763412709,-4.535366397641507,none,0.0,False,,,,,,GPCR,small molecule,class_tractable_sm,True,not_assessed,,,,False,False,2,ENSG00000177425
NECAB3,972,0.2990790431617265,driver_antagonize,Rest,0.7870151,0.5767030681227249,0.0,0.15,0.5,-0.53115314,-3.5193257,0.019690588489494384,-7.030951518310354,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000125967
LMLN,973,0.29890223608944355,driver_antagonize,Stim48hr,0.8906081,0.5761830473218928,0.0,0.15,0.5,-0.6031786,-3.5169973,0.013830574451520606,-2.0573150263709623,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000185621
TIGD6,974,0.2987254290171607,driver_antagonize,Stim48hr,0.73117125,0.5756630265210608,0.0,0.15,0.5,-0.50907844,-3.5144956,0.013922395658545866,-1.8080931641741669,none,0.0,False,,,,,,transcription_factor,hard (TF — degrader/PPI),difficult_tf,False,not_assessed,,,,False,False,1,ENSG00000164296
CRELD1,975,0.29854862194487786,driver_antagonize,Rest,0.53390086,0.5751430057202288,0.0,0.15,0.5,-0.4978658,-3.5135355,0.0200439587795703,-5.564833663375992,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000163703
RIBC2,976,0.29814491538266175,brake_agonize,Stim8hr,0.83159214,0.24648985959438377,0.371127877068571,0.15,0.5,0.3980296,3.0782843,0.02427538083013022,-3.2361204865613504,moderate,0.371127877068571,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,2,ENSG00000128408
PRR22,977,0.29801820072802915,driver_antagonize,Stim8hr,0.58107615,0.5735829433177327,0.0,0.15,0.5,-0.5574408,-3.506274,0.009077061696638274,-1.285607464560501,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000212123
AKR1A1,978,0.2976645865834634,driver_antagonize,Stim8hr,0.24188107,0.5725429017160687,0.0,0.15,0.5,-0.5225533,-3.5035958,0.009096753492691423,-9.978510164288254,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000117448
SNX33,979,0.29748777951118044,driver_antagonize,Stim48hr,0.50754786,0.5720228809152366,0.0,0.15,0.5,-0.57105166,-3.5027347,0.014447508655291697,-4.4582058236038495,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000173548
SLC39A6,980,0.2973109724388976,brake_agonize,Stim48hr,0.4928832,0.5715028601144045,0.0,0.15,0.5,0.5395729,3.5024214,0.014447508655291697,-20.385493683021497,none,0.0,False,,,,,,transporter,small molecule,class_tractable_sm,True,not_assessed,,,,False,False,2,ENSG00000141424
RAB3A,981,0.2971341653666147,driver_antagonize,Stim48hr,0.6620028,0.5709828393135725,0.0,0.15,0.5,-0.50733536,-3.5002263,0.014469860842478834,-4.535264729601988,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000105649
ANKH,982,0.2969573582943318,driver_antagonize,Stim48hr,0.617797,0.5704628185127405,0.0,0.15,0.5,-0.58003455,-3.4998317,0.014469860842478834,-9.01777419325651,none,0.0,False,,,,,,transporter,small molecule,class_tractable_sm,True,not_assessed,,,,False,False,2,ENSG00000154122
SLC23A3,983,0.29678055122204894,driver_antagonize,Rest,0.57817054,0.5699427977119085,0.0,0.15,0.5,-0.46020558,-3.4991543,0.020988259636924488,-1.3626995891062026,none,0.0,False,,,,,,transporter,small molecule,class_tractable_sm,True,not_assessed,,,,False,False,2,ENSG00000213901
PHF2,984,0.296603744149766,driver_antagonize,Stim8hr,0.4038604,0.5694227769110765,0.0,0.15,0.5,-0.56029266,-3.4989667,0.009240114485209078,-15.538822470549466,none,0.0,False,,,,,,enzyme,small molecule,class_tractable_sm,True,not_assessed,,,,False,False,2,ENSG00000197724
NECTIN3,985,0.29642693707748313,driver_antagonize,Stim48hr,0.5039783,0.5689027561102444,0.0,0.15,0.5,-0.4695474,-3.4984457,0.014503469848035395,-8.645942867849945,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000177707
MEAF6,986,0.29625013000520023,driver_antagonize,Stim8hr,0.82991564,0.5683827353094124,0.0,0.15,0.5,-0.6403295,-3.4963632,0.009262830482153924,-8.32808852313446,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000163875
UCK2,987,0.2958965158606344,driver_antagonize,Stim8hr,0.5283121,0.5673426937077483,0.0,0.15,0.5,-0.5224084,-3.4960423,0.009262830482153924,-19.189683403287813,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000143179
PML,988,0.2957197087883515,driver_antagonize,Stim8hr,0.47615558,0.5668226729069162,0.0,0.15,0.5,-0.50914985,-3.4960103,0.009262830482153924,-11.038123704882157,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000140464
TMEM150A,989,0.2955429017160687,driver_antagonize,Stim8hr,0.82503325,0.5663026521060842,0.0,0.15,0.5,-0.5307347,-3.4942923,0.009306658685926308,-4.913108990322538,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000168890
SEC22A,990,0.29536609464378577,driver_antagonize,Stim48hr,0.5274639,0.5657826313052522,0.0,0.15,0.5,-0.5125999,-3.4933748,0.014660890033310966,-22.01798267556477,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000121542
SLC5A6,991,0.29518928757150287,brake_agonize,Rest,0.87461984,0.5652626105044202,0.0,0.15,0.5,0.90329313,3.4916372,0.021502173250317697,-1.529030558329784,none,0.0,False,,,,,,transporter,small molecule,class_tractable_sm,True,not_assessed,,,,False,False,2,ENSG00000138074
UXS1,992,0.29501248049922,driver_antagonize,Stim8hr,0.18706822,0.5647425897035881,0.0,0.15,0.5,-0.5855766,-3.4904745,0.009392318338084474,-19.509875680806648,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000115652
APOBEC3B,993,0.2948356734269371,brake_agonize,Stim48hr,0.7831762,0.5642225689027561,0.0,0.15,0.5,0.53189796,3.490227,0.014794370843780687,-8.652358261464906,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000179750
FEM1C,994,0.29448205928237137,driver_antagonize,Rest,0.8092829,0.5631825273010921,0.0,0.15,0.5,-0.54335827,-3.488904,0.021637370856793844,-7.678518763758599,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000145780
PRKD2,995,0.294432068200583,brake_agonize,Stim48hr,0.51049507,0.17420696827873114,0.4406723299527147,0.15,0.5,0.483969,2.9919908,0.04084102255598047,-25.3900304754516,moderate,0.4406723299527147,False,,,,,,enzyme,small molecule,class_tractable_sm,True,not_assessed,,,,False,False,3,ENSG00000105287
SMPD1,996,0.2943052522100884,brake_agonize,Stim48hr,0.5795866,0.5626625065002601,0.0,0.15,0.5,0.6240929,3.4881654,0.01486013727912542,-8.314233751566821,none,0.0,False,,,,,,enzyme,small molecule,class_tractable_sm,True,not_assessed,,,,False,False,2,ENSG00000166311
SPTLC2,997,0.2941284451378055,driver_antagonize,Stim48hr,0.64206815,0.5621424856994279,0.0,0.15,0.5,-0.5555883,-3.4875925,0.01486013727912542,-6.257573941538049,none,0.0,False,,,,,,enzyme,small molecule,class_tractable_sm,True,not_assessed,,,,False,False,2,ENSG00000100596
MTFR1,998,0.2937106834483504,driver_antagonize,Rest,0.7980277,0.452938117524701,0.1223724116331735,0.15,0.5,-0.43835613,-3.314151,0.031227464100239775,-13.674301193141778,weak,0.1223724116331735,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000066855
OTUB1,999,0.29342121684867395,brake_agonize,Stim8hr,0.64724934,0.5600624024960998,0.0,0.15,0.5,0.6868083,3.4816272,0.00958491029388461,-14.102701291531876,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000167770
LRRC58,1000,0.2932617937778095,brake_agonize,Stim8hr,0.3285789,0.1310452418096724,0.4856880385417361,0.15,0.5,0.4888183,2.9404237,0.032449457674005165,-16.98931177643543,moderate,0.4856880385417361,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,2,ENSG00000163428
ZSWIM4,1001,0.2932444097763911,driver_antagonize,Stim48hr,0.67135775,0.5595423816952678,0.0,0.15,0.5,-0.4976329,-3.4796884,0.015005661997453497,-5.93574746425644,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000132003
TMEM9B,1002,0.2930676027041082,driver_antagonize,Stim48hr,0.8561907,0.5590223608944358,0.0,0.15,0.5,-0.52637595,-3.4790242,0.015005661997453497,-22.07892322945408,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000175348
KLHL28,1003,0.2928907956318253,driver_antagonize,Stim48hr,0.87117004,0.5585023400936038,0.0,0.15,0.5,-0.53453916,-3.4785497,0.015005661997453497,-8.932944771550442,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000179454
FBXL8,1004,0.29271398855954245,driver_antagonize,Rest,0.71225643,0.5579823192927718,0.0,0.15,0.5,-0.55192167,-3.4779654,0.022451141510141912,-5.660549577014374,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000135722
CUTC,1005,0.29236037441497664,driver_antagonize,Stim8hr,0.44941163,0.5569422776911076,0.0,0.15,0.5,-0.4656204,-3.4770308,0.009676143769303848,-8.333821269546112,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000119929
HDHD3,1006,0.2921835673426937,brake_agonize,Stim8hr,0.47120267,0.5564222568902756,0.0,0.15,0.5,0.6314357,3.477016,0.009676143769303848,-8.55002616968948,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000119431
RCOR1,1007,0.2921413392642233,driver_antagonize,Stim8hr,0.7317513,0.12220488819552783,0.4919722575924795,0.15,0.5,-0.5159993,-2.930075,0.03311725952564336,-18.263867394796705,moderate,0.4919722575924795,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,2,ENSG00000089902
PGAM1,1008,0.29165314612584503,driver_antagonize,Stim48hr,0.5951905,0.5548621944877795,0.0,0.15,0.5,-0.5608147,-3.4743452,0.01511718693865771,-9.32869772389549,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000171314
SLC25A19,1009,0.29159277378667464,driver_antagonize,Stim8hr,0.493461,0.4638585543421737,0.1029362177011186,0.15,0.5,-0.48090398,-3.3319767,0.013521050306936925,-16.41264642243067,weak,0.1029362177011186,False,,,,,,transporter,small molecule,class_tractable_sm,True,not_assessed,,,,False,False,2,ENSG00000125454
ZNF562,1010,0.2912995319812793,driver_antagonize,Stim48hr,0.48174012,0.5538221528861155,0.0,0.15,0.5,-0.6098182,-3.4737484,0.01511718693865771,-12.203350037951186,none,0.0,False,,,,,,transcription_factor,hard (TF — degrader/PPI),difficult_tf,False,not_assessed,,,,False,False,1,ENSG00000171466
MPST,1011,0.2911227249089964,driver_antagonize,Stim8hr,0.2892877,0.5533021320852834,0.0,0.15,0.5,-0.41778466,-3.473347,0.009698229860948811,-10.717059722941762,none,0.0,False,,,,,,enzyme,small molecule,class_tractable_sm,True,not_assessed,,,,False,False,2,ENSG00000128309
ZNF394,1012,0.29094591783671353,driver_antagonize,Stim48hr,0.8064111,0.5527821112844514,0.0,0.15,0.5,-0.514273,-3.471969,0.015178121541101467,-13.402559611215434,none,0.0,False,,,,,,transcription_factor,hard (TF — degrader/PPI),difficult_tf,False,not_assessed,,,,False,False,1,ENSG00000160908
PKN1,1013,0.29076911076443057,brake_agonize,Rest,0.7847016,0.5522620904836193,0.0,0.15,0.5,0.62787014,3.471968,0.022785431635218786,-8.16633276303542,none,0.0,False,,,,,,kinase,small molecule,class_tractable_sm,True,not_assessed,,,,False,False,2,ENSG00000123143
KBTBD2,1014,0.2905923036921477,brake_agonize,Rest,0.8142028,0.5517420696827873,0.0,0.15,0.5,0.6653192,3.471044,0.022785431635218786,-11.813995034949356,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000170852
NAGA,1015,0.2902386895475819,driver_antagonize,Stim48hr,0.51496416,0.5507020280811232,0.0,0.15,0.5,-0.4706879,-3.46911,0.015261076527204742,-22.45508825516965,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000198951
MTMR14,1016,0.2898850754030161,driver_antagonize,Rest,0.7901185,0.5496619864794592,0.0,0.15,0.5,-0.5510156,-3.4681041,0.022841757138490303,-10.711097612258367,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000163719
GAB2,1017,0.28970826833073327,driver_antagonize,Stim48hr,0.8109824,0.5491419656786272,0.0,0.15,0.5,-0.5843203,-3.4680812,0.015280035862243933,-10.242711921534642,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000033327
AKR1E2,1018,0.28953146125845036,driver_antagonize,Stim8hr,0.6071974,0.5486219448777951,0.0,0.15,0.5,-0.5361088,-3.4674764,0.009879897545460781,-2.663070799734098,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000165568
PIGU,1019,0.28935465418616746,brake_agonize,Stim48hr,0.6833912,0.5481019240769631,0.0,0.15,0.5,0.46199426,3.4652948,0.015399450912630527,-5.748949489265584,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000101464
MED30,1020,0.2891778471138846,brake_agonize,Stim8hr,0.91752106,0.5475819032761311,0.0,0.15,0.5,0.5823787,3.4651642,0.00994884581904091,-7.969599736315976,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000164758
FARP2,1021,0.28908860464190256,driver_antagonize,Stim8hr,0.43528986,0.11076443057722309,0.494762327485489,0.15,0.5,-0.36514285,-2.9159863,0.034155035366917205,-15.798498106623455,moderate,0.494762327485489,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,2,ENSG00000006607
EGR3,1022,0.28900104004160165,driver_antagonize,Stim48hr,0.35951614,0.547061882475299,0.0,0.15,0.5,-0.55487186,-3.4640453,0.015424036107519728,-5.331459897144789,none,0.0,False,,,,,,transcription_factor,hard (TF — degrader/PPI),difficult_tf,False,not_assessed,,,,False,False,1,ENSG00000179388
GSTP1,1023,0.28829381175247015,driver_antagonize,Stim8hr,0.4061311,0.5449817992719709,0.0,0.15,0.5,-0.57017475,-3.4600081,0.010081325331395805,-4.40716987773394,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000084207
GET3,1024,0.2881170046801872,driver_antagonize,Stim8hr,0.50325334,0.5444617784711389,0.0,0.15,0.5,-0.56709105,-3.4593906,0.010081325331395805,-10.039993226552166,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000198356
SMOX,1025,0.28794019760790435,driver_antagonize,Stim8hr,0.38577318,0.5439417576703068,0.0,0.15,0.5,-0.55010897,-3.4591405,0.010081325331395805,-11.351470931232718,none,0.0,False,,,,,,GPCR,small molecule,class_tractable_sm,True,not_assessed,,,,False,False,2,ENSG00000088826
FRAT2,1026,0.2877633905356215,driver_antagonize,Stim8hr,0.4557091,0.5434217368694748,0.0,0.15,0.5,-0.52703613,-3.457026,0.01010462720495588,-7.748143142874119,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000181274
ADHFE1,1027,0.28758658346333854,driver_antagonize,Stim48hr,0.9315039,0.5429017160686428,0.0,0.15,0.5,-0.58836037,-3.4570017,0.01567919584695707,-1.228004589226757,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000147576
KDM4C,1028,0.28756141077070857,driver_antagonize,Stim8hr,0.64067316,0.042641705668226726,0.5668774361450383,0.15,0.5,-0.46529293,-2.8000164,0.04270180182557013,-13.088182085392246,strong,0.5668774361450383,False,,,,,,enzyme,small molecule,class_tractable_sm,True,not_assessed,,,,False,False,3,ENSG00000107077
MT1F,1029,0.28740977639105564,driver_antagonize,Stim48hr,0.51973546,0.5423816952678107,0.0,0.15,0.5,-0.51127994,-3.4560385,0.015695394699341787,-3.207225083601665,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000198417
SARS2,1030,0.28723296931877274,brake_agonize,Rest,0.68144864,0.5418616744669786,0.0,0.15,0.5,0.6466418,3.4556408,0.02365041775159499,-3.808676169419434,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000104835
CCNL1,1031,0.2870561622464899,driver_antagonize,Stim48hr,0.42938155,0.5413416536661466,0.0,0.15,0.5,-0.5863741,-3.4526114,0.015855890547395207,-15.361803664960078,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000163660
COPS7B,1032,0.286879355174207,driver_antagonize,Rest,0.48712486,0.5408216328653146,0.0,0.15,0.5,-0.46283594,-3.4519935,0.023881283637688683,-10.205976388465476,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000144524
DMXL2,1033,0.28652574102964123,driver_antagonize,Stim8hr,0.8570099,0.5397815912636506,0.0,0.15,0.5,-0.48946944,-3.4491425,0.010353956121343013,-2.646172006926269,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000104093
