target_gene,ensembl_id,peak_condition,direction,abs_emp_z,peak_signed_score,genetics_autoimmune,autoimmune_ot_score,ot_autoimmune_disease,ot_top_disease,ot_top_score,lof_bin,lof_constrained,mis_z,genetics_tier
SLC5A3,ENSG00000198743,Rest,driver_antagonize,3.3731883,-0.4840411,0.0,0.0,,,,,False,,none
SLC5A6,ENSG00000138074,Rest,brake_agonize,3.4916372,0.90329313,0.0,0.0,,,,,False,,none
SLC66A2,ENSG00000122490,Stim8hr,brake_agonize,3.2487323,0.41053763,0.1098594247081235,0.1098594247081235,,,,,False,,weak
SLC7A5,ENSG00000103257,Stim8hr,brake_agonize,3.0461411,0.3617855,0.5583294187043389,0.5583294187043389,,,,,False,,strong
SLC7A6,ENSG00000103064,Stim8hr,driver_antagonize,2.7295096,-0.41801223,0.0,0.0,,,,,False,,none
SLC9B2,ENSG00000164038,Stim48hr,driver_antagonize,3.2520077,-0.46324012,0.0,0.0,,,,,False,,none
SLF1,ENSG00000133302,Stim8hr,driver_antagonize,3.7412822,-0.70279217,0.0,0.0,,,,,False,,none
SLFN11,ENSG00000172716,Stim8hr,brake_agonize,3.0488591,0.39627886,0.0,0.0,,,,,False,,none
SLFN12,ENSG00000172123,Stim48hr,driver_antagonize,3.5466495,-0.5381147,0.0,0.0,,,,,False,,none
SMAD4,ENSG00000141646,Rest,driver_antagonize,3.4684339,-0.61978704,0.5935040991445603,0.5935040991445603,,juvenile polyposis syndrome,0.838,0.0,True,4.942200183868408,strong
SMAD5,ENSG00000113658,Stim8hr,brake_agonize,4.684591,0.6913368,0.0,0.0,,,,,False,,none
SMAD7,ENSG00000101665,Stim48hr,driver_antagonize,3.3358023,-0.48304725,0.2738306676693008,0.2738306676693008,,,,,False,,moderate
SMAGP,ENSG00000170545,Stim8hr,driver_antagonize,3.027573,-0.49126455,0.0,0.0,,,,,False,,none
SMARCC2,ENSG00000139613,Stim8hr,driver_antagonize,2.7750742,-0.44562662,0.0,0.0,,,,,False,,none
SMARCD1,ENSG00000066117,Stim8hr,brake_agonize,2.7428625,0.48055875,0.0,0.0,,,,,False,,none
SMIM12,ENSG00000163866,Stim8hr,brake_agonize,2.74356,0.37123033,0.0,0.0,,,,,False,,none
SMIM3,ENSG00000256235,Stim8hr,driver_antagonize,5.280292,-0.7520674,0.3687445375827785,0.3687445375827785,acute myeloid leukemia,neurodegenerative disease,0.409,9.0,False,0.022609999403357506,moderate
SMOX,ENSG00000088826,Stim8hr,driver_antagonize,3.4591405,-0.55010897,0.0,0.0,,,,,False,,none
SMPD1,ENSG00000166311,Stim48hr,brake_agonize,3.4881654,0.6240929,0.0,0.0,,,,,False,,none
SMPD3,ENSG00000103056,Rest,driver_antagonize,3.0530534,-0.4253637,0.0,0.0,,,,,False,,none
SMS,ENSG00000102172,Rest,brake_agonize,7.3613,1.2816573,0.336,0.0,autoimmune disorder of central nervous system,syndromic X-linked intellectual disability Snyder type,0.806,,False,,moderate
SMTN,ENSG00000183963,Stim8hr,driver_antagonize,3.3465445,-0.509946,0.0,0.0,,,,,False,,none
SMYD2,ENSG00000143499,Stim48hr,driver_antagonize,3.0362144,-0.54295105,0.0,0.0,,,,,False,,none
SNAP23,ENSG00000092531,Rest,brake_agonize,4.021898,0.60186344,0.0,0.0,,,,,False,,none
SNAP47,ENSG00000143740,Stim8hr,driver_antagonize,4.0571837,-0.54209346,0.0,0.0,,,,,False,,none
SND1,ENSG00000197157,Stim8hr,driver_antagonize,7.5241914,-1.1588469,0.0,0.0,,cancer,0.563,0.0,True,3.638000011444092,none
SNX12,ENSG00000147164,Stim8hr,driver_antagonize,3.187279,-0.42912456,0.0,0.0,,,,,False,,none
SNX19,ENSG00000120451,Stim48hr,driver_antagonize,4.0781274,-0.56120676,0.0,0.0,,,,,False,,none
SNX30,ENSG00000148158,Stim8hr,driver_antagonize,2.9529467,-0.41041073,0.0,0.0,,,,,False,,none
SNX33,ENSG00000173548,Stim48hr,driver_antagonize,3.5027347,-0.57105166,0.0,0.0,,,,,False,,none
SNX4,ENSG00000114520,Stim8hr,brake_agonize,3.439864,0.5198812,0.0,0.0,,,,,False,,none
SNX8,ENSG00000106266,Stim8hr,driver_antagonize,2.9422266,-0.4209596,0.3620794290211545,0.3620794290211545,,,,,False,,moderate
SOAT1,ENSG00000057252,Stim8hr,driver_antagonize,4.0619106,-0.50140387,0.0,0.0,,,,,False,,none
SOCS7,ENSG00000274211,Stim8hr,brake_agonize,4.1018424,0.59769326,0.0,0.0,,,,,False,,none
SOD2,ENSG00000291237,Rest,brake_agonize,3.2593477,0.55986613,0.0,0.0,,,,,False,,none
SORL1,ENSG00000137642,Stim8hr,brake_agonize,3.8666422,0.682203,0.0,0.0,,,,,False,,none
SP110,ENSG00000135899,Stim48hr,driver_antagonize,4.4889836,-0.71200925,0.749,0.2599713153759911,hepatic veno-occlusive disease-immunodeficiency syndrome,hepatic veno-occlusive disease-immunodeficiency syndrome,0.749,3.0,False,1.5860999822616577,strong
SP140L,ENSG00000185404,Stim48hr,driver_antagonize,3.5857775,-0.517574,0.3048681239796396,0.3048681239796396,B-cell chronic lymphocytic leukemia,neurodegenerative disease,0.187,6.0,False,-0.19152000546455383,moderate
SPAG7,ENSG00000091640,Stim8hr,brake_agonize,4.4780374,0.7034789,0.0,0.0,,,,,False,,none
SPATA13,ENSG00000182957,Stim8hr,driver_antagonize,2.7375069,-0.3299294,0.749401950718773,0.749401950718773,,,,,False,,strong
SPATA33,ENSG00000167523,Stim8hr,driver_antagonize,2.9077828,-0.41674364,0.0,0.0,,,,,False,,none
SPCS2,ENSG00000118363,Stim48hr,driver_antagonize,3.4477506,-0.5432147,0.0,0.0,,,,,False,,none
SPECC1L,ENSG00000100014,Stim8hr,driver_antagonize,3.884366,-0.5555935,0.0,0.0,,,,,False,,none
SPHK1,ENSG00000176170,Stim8hr,driver_antagonize,4.501708,-0.6451716,0.0,0.0,,,,,False,,none
SPHK2,ENSG00000063176,Rest,driver_antagonize,3.3473678,-0.5120556,0.5350786888388357,0.5350786888388357,psoriasis,neurodegenerative disease,0.323,4.0,False,0.5275599956512451,strong
SPIDR,ENSG00000164808,Stim8hr,brake_agonize,3.0314012,0.3856535,0.0,0.0,,,,,False,,none
SPNS3,ENSG00000182557,Stim48hr,driver_antagonize,3.2239757,-0.47020105,0.0,0.0,,,,,False,,none
SPPL3,ENSG00000157837,Rest,brake_agonize,4.502746,0.64665765,0.659672124453505,0.659672124453505,allergic rhinitis,neurodegenerative disease,0.37,0.0,True,3.8659000396728516,strong
SPR,ENSG00000116096,Stim48hr,driver_antagonize,3.0229566,-0.41954908,0.0,0.0,,,,,False,,none
SPRY1,ENSG00000164056,Stim48hr,driver_antagonize,3.1581588,-0.4843036,0.1398921085396239,0.1398921085396239,,,,,False,,weak
SPSB1,ENSG00000171621,Stim48hr,driver_antagonize,3.252595,-0.4507233,0.7620719063383553,0.7620719063383553,,,,,False,,strong
SPTLC2,ENSG00000100596,Stim48hr,driver_antagonize,3.4875925,-0.5555883,0.0,0.0,,,,,False,,none
SPTY2D1,ENSG00000179119,Stim8hr,driver_antagonize,4.388704,-0.6083606,0.0,0.0,,,,,False,,none
SQOR,ENSG00000137767,Stim8hr,driver_antagonize,3.0185742,-0.4937984,0.0,0.0,,,,,False,,none
SRC,ENSG00000197122,Stim48hr,brake_agonize,3.247896,0.44621935,0.3213436396423498,0.3213436396423498,,,,,False,,moderate
SRD5A1,ENSG00000145545,Rest,brake_agonize,3.889098,0.7624991,0.0,0.0,,,,,False,,none
SREK1IP1,ENSG00000153006,Stim48hr,driver_antagonize,2.8900423,-0.4530047,0.0,0.0,,,,,False,,none
SRM,ENSG00000116649,Stim8hr,brake_agonize,2.7530627,0.58669704,0.0,0.0,,,,,False,,none
SRP54,ENSG00000100883,Stim8hr,driver_antagonize,4.4732018,-0.72606874,0.758,0.489376985874547,"neutropenia, severe congenital, 8, autosomal dominant","neutropenia, severe congenital, 8, autosomal dominant",0.758,0.0,True,3.753999948501587,strong
SRPK2,ENSG00000135250,Rest,brake_agonize,3.6110492,0.5122021,0.0,0.0,,,,,False,,none
SRRD,ENSG00000100104,Stim48hr,brake_agonize,4.595594,0.8139932,0.0,0.0,,,,,False,,none
SRSF5,ENSG00000100650,Stim48hr,driver_antagonize,2.9168794,-0.5321833,0.0,0.0,,,,,False,,none
SRXN1,ENSG00000271303,Stim8hr,driver_antagonize,6.146237,-0.87731713,0.0,0.0,,,,,False,,none
SSBP3,ENSG00000157216,Stim48hr,driver_antagonize,3.2072763,-0.49432877,0.0,0.0,,,,,False,,none
ST3GAL4,ENSG00000110080,Stim48hr,driver_antagonize,3.1630523,-0.50502884,0.0,0.0,,,,,False,,none
ST3GAL5,ENSG00000115525,Stim48hr,driver_antagonize,3.5498743,-0.53437775,0.0,0.0,,,,,False,,none
ST6GALNAC4,ENSG00000136840,Rest,brake_agonize,3.1161397,0.37674645,0.0,0.0,,,,,False,,none
ST8SIA4,ENSG00000113532,Rest,driver_antagonize,3.2924464,-0.48403016,0.7888657805025805,0.7888657805025805,systemic lupus erythematosus,systemic lupus erythematosus,0.412,2.0,False,2.2534000873565674,strong
STAMBP,ENSG00000124356,Stim8hr,driver_antagonize,3.6939652,-0.506935,0.0,0.0,,,,,False,,none
STARD4,ENSG00000164211,Stim8hr,brake_agonize,3.5845249,0.50916463,0.0,0.0,,,,,False,,none
STARD5,ENSG00000172345,Stim48hr,driver_antagonize,3.438657,-0.5775319,0.0,0.0,,,,,False,,none
STAT1,ENSG00000115415,Stim8hr,driver_antagonize,4.15666,-0.704089,0.814,0.6319773365967539,Chronic mucocutaneous candidosis,Chronic mucocutaneous candidosis,0.814,0.0,True,7.027599811553955,strong
STAT3,ENSG00000168610,Stim8hr,driver_antagonize,3.9823356,-0.91831446,0.9135014601681036,0.9135014601681036,Autosomal dominant hyper-IgE syndrome,Autosomal dominant hyper-IgE syndrome,0.777,0.0,True,7.384300231933594,strong
STAT4,ENSG00000138378,Stim48hr,driver_antagonize,4.786642,-0.75221604,0.8668375080825467,0.8668375080825467,rheumatoid arthritis,disabling pansclerotic morphea of childhood,0.617,1.0,True,3.2053000926971436,strong
STAT5B,ENSG00000173757,Stim48hr,driver_antagonize,4.517819,-1.0070873,0.807,0.5764491061218124,"growth hormone insensitivity with immune dysregulation 1, autosomal recessive","growth hormone insensitivity with immune dysregulation 1, autosomal recessive",0.807,0.0,True,5.134699821472168,strong
STAT6,ENSG00000166888,Stim48hr,brake_agonize,4.709111,1.0893518,0.8063445470245679,0.8063445470245679,"hyper-IgE syndrome 6, autosomal dominant, with recurrent infections","hyper-IgE syndrome 6, autosomal dominant, with recurrent infections",0.731,1.0,True,3.350100040435791,strong
STAU1,ENSG00000124214,Stim48hr,driver_antagonize,3.941424,-0.6188167,0.0,0.0,,,,,False,,none
STC2,ENSG00000113739,Stim8hr,driver_antagonize,3.5432162,-0.49242115,0.0,0.0,,,,,False,,none
STIM1,ENSG00000167323,Stim48hr,driver_antagonize,3.683529,-0.55392134,0.777,0.1143581335790614,combined immunodeficiency due to STIM1 deficiency,"myopathy, tubular aggregate, 1",0.782,1.0,True,2.577199935913086,strong
STIM2,ENSG00000109689,Stim8hr,driver_antagonize,3.996533,-0.5624127,0.268,0.2193137702964361,lymphatic system disorder,Varicose veins,0.423,1.0,True,0.3252499997615814,moderate
STING1,ENSG00000184584,Stim48hr,driver_antagonize,3.9817655,-0.61452127,0.607930797611621,0.607930797611621,familial chilblain lupus,STING-associated vasculopathy with onset in infancy,0.742,3.0,False,2.164400100708008,strong
STIP1,ENSG00000168439,Stim48hr,driver_antagonize,3.2948809,-0.78230596,0.408152847575439,0.408152847575439,,,,,False,,moderate
STK11,ENSG00000118046,Stim8hr,brake_agonize,4.2584662,1.2507497,0.0,0.0,,,,,False,,none
STK36,ENSG00000163482,Stim48hr,driver_antagonize,3.896915,-0.6570928,0.0,0.0,,,,,False,,none
STN1,ENSG00000107960,Stim8hr,driver_antagonize,3.4424467,-0.4894329,0.1031397710943275,0.1031397710943275,,,,,False,,weak
STOML1,ENSG00000067221,Rest,brake_agonize,3.806204,0.5158434,0.0,0.0,,,,,False,,none
STRADA,ENSG00000266173,Stim48hr,driver_antagonize,5.3707185,-0.7898021,0.0,0.0,,,,,False,,none
STRIP1,ENSG00000143093,Stim8hr,driver_antagonize,3.1499586,-0.50763726,0.0,0.0,,,,,False,,none
STX8,ENSG00000170310,Rest,brake_agonize,3.7175236,0.46279326,0.0,0.0,,,,,False,,none
STXBP1,ENSG00000136854,Stim8hr,driver_antagonize,3.541206,-0.45707825,0.0,0.0,,,,,False,,none
SUCLG1,ENSG00000163541,Stim48hr,brake_agonize,2.9745018,0.5094423,0.0,0.0,,,,,False,,none
SUCO,ENSG00000094975,Stim8hr,driver_antagonize,3.2128055,-0.43209088,0.0,0.0,,,,,False,,none
SUGP1,ENSG00000105705,Stim48hr,driver_antagonize,3.2017775,-0.44554493,0.3232331452262536,0.3232331452262536,,,,,False,,moderate
SULF2,ENSG00000196562,Stim48hr,brake_agonize,3.97456,0.60622126,0.6383566083228334,0.6383566083228334,,"osteoarthritis, knee",0.455,2.0,False,1.8007999658584595,strong
SUOX,ENSG00000139531,Stim8hr,driver_antagonize,4.1588707,-0.55705255,0.9019085679890242,0.9019085679890242,asthma,isolated sulfite oxidase deficiency,0.833,6.0,False,1.2697999477386475,strong
SV2A,ENSG00000159164,Stim48hr,brake_agonize,3.124419,0.45564523,0.0,0.0,,,,,False,,none
SVBP,ENSG00000177868,Stim48hr,driver_antagonize,4.105567,-0.5886642,0.0,0.0,,,,,False,,none
SYNE2,ENSG00000054654,Stim48hr,driver_antagonize,3.7384446,-0.5275088,0.587197905401043,0.587197905401043,,Emery-Dreifuss muscular dystrophy,0.653,1.0,True,1.1927000284194946,strong
SYNE3,ENSG00000176438,Stim8hr,driver_antagonize,5.351469,-0.7462136,0.0,0.0,,,,,False,,none
SYNGR2,ENSG00000108639,Stim8hr,driver_antagonize,2.7227054,-0.4181778,0.0,0.0,,,,,False,,none
SYNM,ENSG00000182253,Rest,driver_antagonize,3.8863583,-0.6006229,0.0,0.0,,,,,False,,none
SYPL1,ENSG00000008282,Stim8hr,brake_agonize,3.2727892,0.476342,0.5173070108445803,0.5173070108445803,,,,,False,,strong
SYTL3,ENSG00000164674,Rest,brake_agonize,4.4943633,0.5505753,0.0,0.0,,,,,False,,none
SYVN1,ENSG00000162298,Stim8hr,driver_antagonize,2.7327425,-0.52828693,0.0,0.0,,,,,False,,none
TAB1,ENSG00000100324,Stim48hr,driver_antagonize,2.896302,-0.37338793,0.0,0.0,,,,,False,,none
TAF11,ENSG00000064995,Stim8hr,brake_agonize,3.3819907,1.1626409,0.4994379998211943,0.4994379998211943,systemic lupus erythematosus,HIV infectious disease,0.578,2.0,False,1.798799991607666,moderate
TAF13,ENSG00000197780,Stim8hr,brake_agonize,3.012843,1.2344457,0.0,0.0,,,,,False,,none
TAFAZZIN,ENSG00000102125,Rest,driver_antagonize,3.1687136,-0.44831324,0.0,0.0,,,,,False,,none
TANGO2,ENSG00000183597,Stim8hr,driver_antagonize,3.5711827,-0.5111131,0.0,0.0,,,,,False,,none
TARBP1,ENSG00000059588,Stim48hr,driver_antagonize,2.9994102,-0.4153683,0.0,0.0,,,,,False,,none
TATDN1,ENSG00000147687,Stim8hr,driver_antagonize,3.0578547,-0.43848696,0.0,0.0,,,,,False,,none
TBC1D10A,ENSG00000099992,Rest,brake_agonize,4.529819,0.8760722,0.0,0.0,,,,,False,,none
TBC1D13,ENSG00000107021,Stim48hr,driver_antagonize,4.104522,-0.52411485,0.0,0.0,,,,,False,,none
TBC1D14,ENSG00000132405,Stim8hr,driver_antagonize,2.8712957,-0.40771905,0.0,0.0,,,,,False,,none
TBC1D15,ENSG00000121749,Stim48hr,brake_agonize,3.0096517,0.494182,0.0,0.0,,,,,False,,none
TBC1D9B,ENSG00000197226,Stim8hr,brake_agonize,3.177435,0.42797783,0.0,0.0,,,,,False,,none
TBL1X,ENSG00000101849,Stim8hr,brake_agonize,3.765844,0.7091257,0.0,0.0,,,,,False,,none
TBX21,ENSG00000073861,Stim8hr,driver_antagonize,7.4424825,-1.4742275,0.6494782739712848,0.6494782739712848,"asthma, nasal polyps, and aspirin intolerance",hypothyroidism,0.553,0.0,True,1.0994000434875488,strong
TC2N,ENSG00000165929,Stim48hr,brake_agonize,3.1150136,0.50536925,0.0,0.0,,,,,False,,none
TCEAL8,ENSG00000180964,Stim8hr,driver_antagonize,2.770424,-0.34416243,0.0,0.0,,,,,False,,none
TCEANC,ENSG00000176896,Stim8hr,brake_agonize,4.76732,0.5811834,0.0,0.0,,,,,False,,none
TCEANC2,ENSG00000116205,Stim8hr,driver_antagonize,4.5082936,-0.6542557,0.0,0.0,,,,,False,,none
TCF20,ENSG00000100207,Stim8hr,brake_agonize,2.9659297,0.38002834,0.0,0.0,,,,,False,,none
TCF25,ENSG00000141002,Stim48hr,driver_antagonize,3.0241792,-0.4606988,0.0,0.0,,,,,False,,none
TCF3,ENSG00000071564,Stim48hr,brake_agonize,3.190288,0.44708607,0.0,0.0,,,,,False,,none
TCF4,ENSG00000196628,Stim48hr,driver_antagonize,3.7939644,-0.5225631,0.0,0.0,,,,,False,,none
TDRKH,ENSG00000182134,Stim48hr,driver_antagonize,5.2679315,-0.8674707,0.6727070002291871,0.6727070002291871,Crohn disease,Azoospermia,0.334,2.0,False,2.4663000106811523,strong
TECPR1,ENSG00000205356,Stim8hr,driver_antagonize,2.8536077,-0.4328989,0.0,0.0,,,,,False,,none
TERF2IP,ENSG00000166848,Stim8hr,brake_agonize,2.832733,0.339173,0.0,0.0,,,,,False,,none
TES,ENSG00000135269,Stim48hr,driver_antagonize,4.5486255,-0.7246919,0.0,0.0,,,,,False,,none
TESK2,ENSG00000070759,Stim48hr,driver_antagonize,3.2160275,-0.5982272,0.0,0.0,,,,,False,,none
TFB1M,ENSG00000029639,Stim8hr,driver_antagonize,2.995201,-0.4527662,0.0,0.0,,,,,False,,none
TGFBR2,ENSG00000163513,Rest,brake_agonize,3.121459,0.39400622,0.0,0.0,,,,,False,,none
TGFBRAP1,ENSG00000135966,Stim48hr,brake_agonize,3.2567792,0.57356465,0.0,0.0,,,,,False,,none
THAP8,ENSG00000161277,Rest,driver_antagonize,3.2958374,-0.4367734,0.0,0.0,,,,,False,,none
THBS3,ENSG00000169231,Rest,driver_antagonize,3.1473107,-0.47974476,0.4468241852299279,0.4468241852299279,,,,,False,,moderate
THEMIS2,ENSG00000130775,Stim8hr,driver_antagonize,4.754267,-0.7354824,0.0,0.0,,,,,False,,none
THOP1,ENSG00000172009,Stim48hr,driver_antagonize,3.014133,-0.37798235,0.1821948003422464,0.1821948003422464,,,,,False,,weak
TIA1,ENSG00000116001,Stim8hr,driver_antagonize,3.7353227,-0.6267525,0.0,0.0,,,,,False,,none
TIAL1,ENSG00000151923,Stim8hr,driver_antagonize,2.949618,-0.5152567,0.0,0.0,,,,,False,,none
TIGAR,ENSG00000078237,Stim8hr,driver_antagonize,4.676092,-0.73792225,0.0,0.0,,,,,False,,none
TIGD5,ENSG00000179886,Stim8hr,brake_agonize,3.2665215,0.44339523,0.0,0.0,,,,,False,,none
TIGD6,ENSG00000164296,Stim48hr,driver_antagonize,3.5144956,-0.50907844,0.0,0.0,,,,,False,,none
TIMM10,ENSG00000134809,Rest,brake_agonize,4.751952,1.3870009,0.0,0.0,,,,,False,,none
TIMM21,ENSG00000075336,Stim8hr,brake_agonize,3.1169336,0.44495562,0.0,0.0,,,,,False,,none
TIMM8A,ENSG00000126953,Rest,brake_agonize,6.154007,0.79448336,0.0,0.0,,,,,False,,none
TIMP1,ENSG00000102265,Stim8hr,driver_antagonize,4.9029703,-0.798438,0.0,0.0,,,,,False,,none
TIPARP,ENSG00000163659,Stim48hr,driver_antagonize,5.1219,-0.9355094,0.0,0.0,,,,,False,,none
TLCD3A,ENSG00000167695,Stim8hr,driver_antagonize,2.9205065,-0.46063355,0.0,0.0,,,,,False,,none
TLE4,ENSG00000106829,Rest,driver_antagonize,3.3855224,-0.47563562,0.3694423191496652,0.3694423191496652,,,,,False,,moderate
TLX2,ENSG00000115297,Stim8hr,driver_antagonize,4.335097,-0.5648489,0.0,0.0,,,,,False,,none
TM2D3,ENSG00000184277,Stim8hr,driver_antagonize,3.377288,-0.5127144,0.0,0.0,,,,,False,,none
TM6SF1,ENSG00000136404,Stim48hr,brake_agonize,3.2416787,0.5668515,0.0,0.0,,,,,False,,none
TM7SF3,ENSG00000064115,Rest,brake_agonize,4.675468,0.6009338,0.0,0.0,,,,,False,,none
TM9SF2,ENSG00000125304,Stim48hr,brake_agonize,3.1100626,0.5374274,0.4533140008972858,0.4533140008972858,,,,,False,,moderate
TM9SF3,ENSG00000077147,Stim8hr,driver_antagonize,5.621813,-0.9588643,0.0,0.0,,,,,False,,none
TMBIM6,ENSG00000139644,Stim48hr,driver_antagonize,2.9170861,-0.4253838,0.0,0.0,,,,,False,,none
TMCO6,ENSG00000113119,Rest,brake_agonize,4.17599,0.5256256,0.0,0.0,,,,,False,,none
TMED1,ENSG00000099203,Stim8hr,driver_antagonize,3.8567622,-0.5324331,0.0,0.0,,,,,False,,none
TMED10,ENSG00000170348,Stim8hr,driver_antagonize,3.1094408,-0.6719443,0.0,0.0,,,,,False,,none
TMEM101,ENSG00000091947,Stim8hr,driver_antagonize,3.803687,-0.55517447,0.0,0.0,,,,,False,,none
TMEM106A,ENSG00000184988,Rest,driver_antagonize,3.3921554,-0.466525,0.0,0.0,,,,,False,,none
TMEM106B,ENSG00000106460,Rest,driver_antagonize,3.6922667,-0.52335066,0.0,0.0,,,,,False,,none
TMEM106C,ENSG00000134291,Stim8hr,brake_agonize,3.2352202,0.35696062,0.0,0.0,,,,,False,,none
TMEM115,ENSG00000126062,Rest,brake_agonize,5.8569236,0.7371716,0.0,0.0,,,,,False,,none
TMEM120B,ENSG00000188735,Stim8hr,driver_antagonize,4.7279897,-0.6096517,0.0,0.0,,,,,False,,none
TMEM126B,ENSG00000171204,Stim48hr,driver_antagonize,3.07207,-0.59198946,0.0,0.0,,,,,False,,none
TMEM127,ENSG00000135956,Stim8hr,driver_antagonize,2.7636223,-0.46068954,0.0,0.0,,,,,False,,none
TMEM128,ENSG00000132406,Stim8hr,brake_agonize,3.2273571,0.425963,0.5221315465642752,0.5221315465642752,,,,,False,,strong
TMEM131,ENSG00000075568,Stim8hr,brake_agonize,3.3218033,0.5465783,0.2904624047260886,0.2904624047260886,,,,,False,,moderate
TMEM138,ENSG00000149483,Stim8hr,driver_antagonize,2.8384893,-0.42191625,0.0,0.0,,,,,False,,none
TMEM14A,ENSG00000096092,Stim48hr,brake_agonize,3.8177924,0.50431144,0.0,0.0,,,,,False,,none
TMEM150A,ENSG00000168890,Stim8hr,driver_antagonize,3.4942923,-0.5307347,0.0,0.0,,,,,False,,none
TMEM154,ENSG00000170006,Stim8hr,driver_antagonize,3.1997757,-0.42221808,0.0,0.0,,,,,False,,none
TMEM179B,ENSG00000185475,Stim8hr,brake_agonize,3.0168693,0.3846949,0.0,0.0,,,,,False,,none
TMEM204,ENSG00000131634,Rest,driver_antagonize,3.066392,-0.43697688,0.0,0.0,,,,,False,,none
TMEM205,ENSG00000105518,Rest,brake_agonize,4.3890657,0.73538345,0.0,0.0,,,,,False,,none
TMEM208,ENSG00000168701,Stim48hr,driver_antagonize,3.1769407,-0.47591922,0.0,0.0,,,,,False,,none
TMEM217,ENSG00000172738,Stim48hr,brake_agonize,2.9236155,0.4434688,0.1619931462263524,0.1619931462263524,,,,,False,,weak
TMEM219,ENSG00000149932,Stim8hr,driver_antagonize,2.8255713,-0.42284203,0.0,0.0,,,,,False,,none
TMEM220,ENSG00000187824,Stim48hr,brake_agonize,3.7440724,0.49851492,0.0,0.0,,,,,False,,none
TMEM222,ENSG00000186501,Stim8hr,driver_antagonize,3.83293,-0.42248055,0.0,0.0,,,,,False,,none
TMEM234,ENSG00000160055,Stim8hr,brake_agonize,5.5883646,0.84480214,0.0,0.0,,,,,False,,none
TMEM267,ENSG00000151881,Rest,brake_agonize,3.0931344,0.47153246,0.0,0.0,,,,,False,,none
TMEM30B,ENSG00000182107,Rest,brake_agonize,3.2603385,0.4613569,0.0,0.0,,,,,False,,none
TMEM33,ENSG00000109133,Stim8hr,brake_agonize,3.6156194,0.5346326,0.0,0.0,,,,,False,,none
TMEM35B,ENSG00000243749,Rest,driver_antagonize,3.2142034,-0.49394187,0.0,0.0,,,,,False,,none
TMEM50A,ENSG00000183726,Stim48hr,brake_agonize,3.0120435,0.46643355,0.0,0.0,,,,,False,,none
TMEM60,ENSG00000135211,Rest,brake_agonize,4.0023804,0.47016063,0.0,0.0,,,,,False,,none
TMEM62,ENSG00000137842,Rest,driver_antagonize,4.9536753,-0.7116658,0.0,0.0,,,,,False,,none
TMEM63B,ENSG00000137216,Stim48hr,driver_antagonize,3.7076657,-0.6240498,0.0,0.0,,,,,False,,none
TMEM68,ENSG00000167904,Rest,brake_agonize,3.578051,0.5037258,0.0,0.0,,,,,False,,none
TMEM87A,ENSG00000103978,Stim8hr,driver_antagonize,3.6057553,-0.4895388,0.0,0.0,,,,,False,,none
TMEM8B,ENSG00000137103,Stim8hr,driver_antagonize,3.6588469,-0.53432435,0.0,0.0,,,,,False,,none
TMEM9B,ENSG00000175348,Stim48hr,driver_antagonize,3.4790242,-0.52637595,0.0,0.0,,,,,False,,none
TMPO,ENSG00000120802,Stim8hr,driver_antagonize,2.888419,-0.4173839,0.0,0.0,,,,,False,,none
TMPPE,ENSG00000188167,Rest,driver_antagonize,3.0685956,-0.49490654,0.7377029305859487,0.7377029305859487,,,,,False,,strong
TMX1,ENSG00000139921,Stim8hr,driver_antagonize,4.8597593,-1.2851645,0.0,0.0,,,,,False,,none
TMX2,ENSG00000213593,Stim8hr,brake_agonize,3.0244257,0.5170892,0.0,0.0,,,,,False,,none
TNFAIP3,ENSG00000118503,Rest,brake_agonize,3.3030226,0.47998175,0.9284922873109042,0.9284922873109042,psoriasis,"autoinflammatory syndrome, familial, Behcet-like 1",0.763,0.0,True,2.6717000007629395,strong
TNFAIP8,ENSG00000145779,Rest,driver_antagonize,3.1421363,-0.5589213,0.8756491494071583,0.8756491494071583,,,,,False,,strong
TNFRSF10D,ENSG00000173530,Stim8hr,driver_antagonize,4.4508014,-0.5674759,0.0,0.0,,,,,False,,none
TNFRSF1B,ENSG00000028137,Stim8hr,brake_agonize,4.4444833,0.6755404,0.5684701868598605,0.5684701868598605,childhood onset asthma,hypothyroidism,0.406,2.0,False,1.0397000312805176,strong
TNFSF9,ENSG00000125657,Stim48hr,driver_antagonize,3.1738408,-0.4651524,0.0,0.0,,,,,False,,none
TNIP2,ENSG00000168884,Stim8hr,brake_agonize,4.1830544,0.61812264,0.6318877121595461,0.6318877121595461,rheumatoid arthritis,aging,0.326,6.0,False,-1.1200000047683716,strong
TNKS2,ENSG00000107854,Stim8hr,driver_antagonize,3.0368025,-0.435752,0.0,0.0,,,,,False,,none
TNPO1,ENSG00000083312,Stim8hr,brake_agonize,3.1115227,0.5756734,0.4050037079942046,0.4050037079942046,,,,,False,,moderate
TOMM5,ENSG00000175768,Stim8hr,brake_agonize,3.6444638,0.52588934,0.0,0.0,,,,,False,,none
TOPBP1,ENSG00000163781,Stim8hr,driver_antagonize,2.9787674,-0.44463465,0.0,0.0,,,,,False,,none
TP53I13,ENSG00000167543,Stim48hr,driver_antagonize,4.2805,-0.5242123,0.0,0.0,,,,,False,,none
TPP2,ENSG00000134900,Stim8hr,driver_antagonize,2.7271552,-0.38252378,0.0,0.0,,,,,False,,none
